"mkpCategory";"code";"mpnTitle";"description [en]";"name";"productSummary [en]";"productPresentation [en]";"productUnit";"packageContent";"packageContentUnit";"thirdLevel";"dangerous";"serialized";"logCard";"easaf1";"variantGroupCode";"eccn";"cm_code";"internalUnit";"id";"line_number";"errors"
"080_013";"FALSE";"LN9438AM4X14";"SCREW";"LN9438AM4X14";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9438AM4X14";"EAR";"";"











EA




























";"LN9438AM4X14";"480";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"LN9438AM5X18";"SCREW";"LN9438AM5X18";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9438AM5X18";"EAR";"";"











EA




























";"LN9438AM5X18";"481";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"LN9438AM6X12";"SCREW";"LN9438AM6X12";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9438AM6X12";"EAR";"";"











EA




























";"LN9438AM6X12";"482";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"LN9438-M5X14";"SCREW";"LN9438-M5X14";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9438-M5X14";"EAR";"";"











EA




























";"LN9438-M5X14";"483";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"LN9438M5X40";"LN9438M5X40";"LN9438M5X40";"LN9438M5X40";"LN9438M5X40";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9438M5X40";"EAR";"";"











EA




























";"LN9438M5X40";"484";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"LN9439M4X24";"LN9439M4X24";"LN9439M4X24";"LN9439M4X24";"LN9439M4X24";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9439M4X24";"EAR";"";"











EA




























";"LN9439M4X24";"485";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"LN9499A03075";"LN9499A03075";"LN9499A03075";"LN9499A03075";"LN9499A03075";"EA";"1";"EA";"false";"false";"false";"false";"false";"LN9499A03075";"EAR";"";"











EA




























";"LN9499A03075";"486";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"M83248-1-008";"M83248-1-008";"M83248-1-008";"M83248-1-008";"M83248-1-008";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248-1-008";"EAR";"";"











EA




























";"M83248-1-008";"487";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"M83248/1-012";"M83248/1-012";"M83248/1-012";"M83248/1-012";"M83248/1-012";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248/1-012";"EAR";"";"











EA




























";"M83248/1-012";"488";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"M83248-1-018";"M83248-1-018";"M83248-1-018";"M83248-1-018";"M83248-1-018";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248-1-018";"EAR";"";"











EA




























";"M83248-1-018";"489";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"M83248/1-116";"O-RING";"M83248/1-116";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248/1-116";"EAR";"";"











EA




























";"M83248/1-116";"490";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"M83248-1-129";"M83248-1-129";"M83248-1-129";"M83248-1-129";"M83248-1-129";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248-1-129";"EAR";"";"











EA




























";"M83248-1-129";"491";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"M83248/1-222";"PACKING";"M83248/1-222";"PACKING";"PACKING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248/1-222";"EAR";"";"











EA




























";"M83248/1-222";"492";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"M83248/1-906";"O-RING";"M83248/1-906";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83248/1-906";"EAR";"";"











EA




























";"M83248/1-906";"493";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"M83461/1-011";"O-RING";"M83461/1-011";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83461/1-011";"EAR";"";"











EA




























";"M83461/1-011";"494";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"M83461/1-012";"O-RING";"M83461/1-012";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83461/1-012";"EAR";"";"











EA




























";"M83461/1-012";"495";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"M83461/1-018";"O-RING";"M83461/1-018";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"M83461/1-018";"EAR";"";"











EA




























";"M83461/1-018";"496";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MBBN3129-06D";"MBBN3129-06D";"MBBN3129-06D";"MBBN3129-06D";"MBBN3129-06D";"EA";"1";"EA";"false";"false";"false";"false";"false";"MBBN3129-06D";"EAR";"";"











EA




























";"MBBN3129-06D";"497";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MBBN3331BJ10";"MBBN3331BJ10";"MBBN3331BJ10";"MBBN3331BJ10";"MBBN3331BJ10";"EA";"1";"EA";"false";"false";"false";"false";"false";"MBBN3331BJ10";"EAR";"";"











EA




























";"MBBN3331BJ10";"498";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MBBN3331BJ12";"MBBN3331BJ12";"MBBN3331BJ12";"MBBN3331BJ12";"MBBN3331BJ12";"EA";"1";"EA";"false";"false";"false";"false";"false";"MBBN3331BJ12";"EAR";"";"











EA




























";"MBBN3331BJ12";"499";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MBBN3331BJ14";"MBBN3331BJ14";"MBBN3331BJ14";"MBBN3331BJ14";"MBBN3331BJ14";"EA";"1";"EA";"false";"false";"false";"false";"false";"MBBN3331BJ14";"EAR";"";"











EA




























";"MBBN3331BJ14";"500";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MBBN3331BJ16";"MBBN3331BJ16";"MBBN3331BJ16";"MBBN3331BJ16";"MBBN3331BJ16";"EA";"1";"EA";"false";"false";"false";"false";"false";"MBBN3331BJ16";"EAR";"";"











EA




























";"MBBN3331BJ16";"501";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS20002C4";"Washer";"MS20002C4";"Washer";"Washer";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20002C4";"EAR";"";"











EA




























";"MS20002C4";"502";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20002C5";"WASHER";"MS20002C5";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20002C5";"EAR";"";"











EA




























";"MS20002C5";"503";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20002C8";"WASHER";"MS20002C8";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20002C8";"EAR";"";"











EA




























";"MS20002C8";"504";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20470AD4-5";"RIVET";"MS20470AD4-5";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20470AD4-5";"EAR";"";"











EA




























";"MS20470AD4-5";"505";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20470AD4-8";"RIVET";"MS20470AD4-8";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20470AD4-8";"EAR";"";"











EA




























";"MS20470AD4-8";"506";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20470AD6-8";"RIVET";"MS20470AD6-8";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20470AD6-8";"EAR";"";"











EA




























";"MS20470AD6-8";"507";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS20615-4M5";"RIVET";"MS20615-4M5";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS20615-4M5";"EAR";"";"











EA




























";"MS20615-4M5";"508";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21042L06";"NUT";"MS21042L06";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L06";"EAR";"";"











EA




























";"MS21042L06";"509";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21042L08";"NUT";"MS21042L08";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L08";"EAR";"";"











EA




























";"MS21042L08";"510";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21042L3";"NUT";"MS21042L3";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L3";"EAR";"";"











EA




























";"MS21042L3";"511";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21042L4";"NUT";"MS21042L4";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L4";"EAR";"";"











EA




























";"MS21042L4";"512";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21042L5";"NUT";"MS21042L5";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L5";"EAR";"";"











EA




























";"MS21042L5";"513";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_008";"FALSE";"MS21042L6";"NUT";"MS21042L6";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21042L6";"EAR";"";"











EA




























";"MS21042L6";"514";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21043-3";"NUT";"MS21043-3";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21043-3";"EAR";"";"











EA




























";"MS21043-3";"515";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21043-4";"NUT";"MS21043-4";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21043-4";"EAR";"";"











EA




























";"MS21043-4";"516";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21043-5";"NUT";"MS21043-5";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21043-5";"EAR";"";"











EA




























";"MS21043-5";"517";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21083N3";"NUT";"MS21083N3";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21083N3";"EAR";"";"











EA




























";"MS21083N3";"518";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21209F1-20";"INSERT";"MS21209F1-20";"INSERT";"INSERT";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21209F1-20";"EAR";"";"











EA




























";"MS21209F1-20";"519";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21256-1";"EPINGLE DE FREINAGE";"MS21256-1";"EPINGLE DE FREINAGE";"EPINGLE DE FREINAGE";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21256-1";"EAR";"";"











EA




























";"MS21256-1";"520";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21913J4";"MS21913J4";"MS21913J4";"MS21913J4";"MS21913J4";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21913J4";"EAR";"";"











EA




























";"MS21913J4";"521";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS21914-6J";"MS21914-6J";"MS21914-6J";"MS21914-6J";"MS21914-6J";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21914-6J";"EAR";"";"











EA




























";"MS21914-6J";"522";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS21919WH2";"MS21919WH2";"MS21919WH2";"MS21919WH2";"MS21919WH2";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21919WH2";"EAR";"";"











EA




























";"MS21919WH2";"523";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS21919WH3";"CLAMP";"MS21919WH3";"CLAMP";"CLAMP";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21919WH3";"EAR";"";"











EA




























";"MS21919WH3";"524";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS21919WH4";"CLAMP";"MS21919WH4";"CLAMP";"CLAMP";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS21919WH4";"EAR";"";"











EA




























";"MS21919WH4";"525";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-134";"COTTER PIN";"MS24665-134";"COTTER PIN";"COTTER PIN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-134";"EAR";"";"











EA




























";"MS24665-134";"526";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-151";"PIN";"MS24665-151";"PIN";"PIN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-151";"EAR";"";"











EA




























";"MS24665-151";"527";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-153";"COTTER PIN";"MS24665-153";"COTTER PIN";"COTTER PIN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-153";"EAR";"";"











EA




























";"MS24665-153";"528";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-300";"COTTER PIN";"MS24665-300";"COTTER PIN";"COTTER PIN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-300";"EAR";"";"











EA




























";"MS24665-300";"529";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-302";"COTTER PIN";"MS24665-302";"COTTER PIN";"COTTER PIN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-302";"EAR";"";"











EA




























";"MS24665-302";"530";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-374";"PIN COTTER";"MS24665-374";"PIN COTTER";"PIN COTTER";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-374";"EAR";"";"











EA




























";"MS24665-374";"531";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24665-86";"MS24665-86";"MS24665-86";"MS24665-86";"MS24665-86";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24665-86";"EAR";"";"











EA




























";"MS24665-86";"532";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS24693S2";"MS24693S2";"MS24693S2";"MS24693S2";"MS24693S2";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24693S2";"EAR";"";"











EA




























";"MS24693S2";"533";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS24693-S5";"SCREW";"MS24693-S5";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24693-S5";"EAR";"";"











EA




























";"MS24693-S5";"534";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694-S49";"SCREW";"MS24694-S49";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S49";"EAR";"";"











EA




























";"MS24694-S49";"535";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"MS24694S50";"SCREW";"MS24694S50";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694S50";"EAR";"";"











EA




























";"MS24694S50";"536";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694-S52";"SCREW";"MS24694-S52";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S52";"EAR";"";"











EA




























";"MS24694-S52";"537";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694-S53";"SCREW*";"MS24694-S53";"SCREW*";"SCREW*";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S53";"EAR";"";"











EA




























";"MS24694-S53";"538";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694-S54";"SCREW";"MS24694-S54";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S54";"EAR";"";"











EA




























";"MS24694-S54";"539";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"MS24694-S56";"SCREW";"MS24694-S56";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S56";"EAR";"";"











EA




























";"MS24694-S56";"540";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694-S7";"SCREW";"MS24694-S7";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694-S7";"EAR";"";"











EA




























";"MS24694-S7";"541";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS24694S99";"SCREW";"MS24694S99";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS24694S99";"EAR";"";"











EA




























";"MS24694S99";"542";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS27039-0807";"SCREW";"MS27039-0807";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS27039-0807";"EAR";"";"











EA




























";"MS27039-0807";"543";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS27039-1-06";"SCREW";"MS27039-1-06";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS27039-1-06";"EAR";"";"











EA




























";"MS27039-1-06";"544";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS27039-1-08";"SCREW";"MS27039-1-08";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS27039-1-08";"EAR";"";"











EA




























";"MS27039-1-08";"545";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS27039-1-10";"SCREW";"MS27039-1-10";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS27039-1-10";"EAR";"";"











EA




























";"MS27039-1-10";"546";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"MS27039C0809";"SCREW";"MS27039C0809";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS27039C0809";"EAR";"";"











EA




























";"MS27039C0809";"547";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS28775-023";"O-RING";"MS28775-023";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS28775-023";"EAR";"";"











EA




























";"MS28775-023";"548";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS28775-114";"O-RING";"MS28775-114";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS28775-114";"EAR";"";"











EA




























";"MS28775-114";"549";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"MS28775-117";"O-RING";"MS28775-117";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS28775-117";"EAR";"";"











EA




























";"MS28775-117";"550";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS28778-4";"O-RING";"MS28778-4";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS28778-4";"EAR";"";"











EA




























";"MS28778-4";"551";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"MS29512-08";"O-RING";"MS29512-08";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS29512-08";"EAR";"";"











EA




























";"MS29512-08";"552";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS29513-135";"O-RING";"MS29513-135";"O-RING";"O-RING";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS29513-135";"EAR";"";"











EA




























";"MS29513-135";"553";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS29513-151";"MS29513-151";"MS29513-151";"MS29513-151";"MS29513-151";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS29513-151";"EAR";"";"











EA




























";"MS29513-151";"554";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS29513-270";"MS29513-270";"MS29513-270";"MS29513-270";"MS29513-270";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS29513-270";"EAR";"";"











EA




























";"MS29513-270";"555";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS29561-247";"MS29561-247";"MS29561-247";"MS29561-247";"MS29561-247";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS29561-247";"EAR";"";"











EA




























";"MS29561-247";"556";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS3367-1-0";"MS3367-1-0\\STRAP, TIE DOWN";"MS3367-1-0";"MS3367-1-0\\STRAP, TIE DOWN";"MS3367-1-0\\STRAP, TIE DOWN";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS3367-1-0";"EAR";"";"











EA




























";"MS3367-1-0";"557";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS3367-3-9";"MS3367-3-9";"MS3367-3-9";"MS3367-3-9";"MS3367-3-9";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS3367-3-9";"EAR";"";"











EA




























";"MS3367-3-9";"558";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS3367-5-0";"MS3367-5-0";"MS3367-5-0";"MS3367-5-0";"MS3367-5-0";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS3367-5-0";"EAR";"";"











EA




























";"MS3367-5-0";"559";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"MS35206-214";"SCREW";"MS35206-214";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35206-214";"EAR";"";"











EA




























";"MS35206-214";"560";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS35206-228";"SCREW";"MS35206-228";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35206-228";"EAR";"";"











EA




























";"MS35206-228";"561";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"MS35206-229";"SCREW";"MS35206-229";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35206-229";"EAR";"";"











EA




























";"MS35206-229";"562";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS35206-233";"SCREW";"MS35206-233";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35206-233";"EAR";"";"











EA




























";"MS35206-233";"563";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"MS35207-263";"SCREW";"MS35207-263";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35207-263";"EAR";"";"











EA




























";"MS35207-263";"564";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS35207-264";"SCREW";"MS35207-264";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35207-264";"EAR";"";"











EA




























";"MS35207-264";"565";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS35207-266";"SCREW";"MS35207-266";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35207-266";"EAR";"";"











EA




























";"MS35207-266";"566";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"MS35207-267";"SCREW";"MS35207-267";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"MS35207-267";"EAR";"";"











EA




























";"MS35207-267";"567";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"NAS1096-2-8";"NAS1096-2-8";"NAS1096-2-8";"NAS1096-2-8";"NAS1096-2-8";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1096-2-8";"EAR";"";"











EA




























";"NAS1096-2-8";"568";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"NAS1097AD3-3";"RIVET";"NAS1097AD3-3";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1097AD3-3";"EAR";"";"











EA




























";"NAS1097AD3-3";"569";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"NAS1102E08-20";"NAS1102E08-20";"NAS1102E08-20";"NAS1102E08-20";"NAS1102E08-20";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1102E08-20";"EAR";"";"











EA




























";"NAS1102E08-20";"570";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"NAS1102E08-7";"NAS1102E08-7";"NAS1102E08-7";"NAS1102E08-7";"NAS1102E08-7";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1102E08-7";"EAR";"";"











EA




























";"NAS1102E08-7";"571";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"NAS1102V3-12A";"SCREW";"NAS1102V3-12A";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1102V3-12A";"EAR";"";"











EA




























";"NAS1102V3-12A";"572";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"NAS1149C0316B";"Washer";"NAS1149C0316B";"Washer";"Washer";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1149C0316B";"EAR";"";"











EA




























";"NAS1149C0316B";"573";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"NAS1149C0332R";"WASHER";"NAS1149C0332R";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1149C0332R";"EAR";"";"











EA




























";"NAS1149C0332R";"574";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"NAS1149C0363R";"Washer";"NAS1149C0363R";"Washer";"Washer";"EA";"1";"EA";"false";"false";"false";"false";"false";"NAS1149C0363R";"EAR";"";"











EA




























";"NAS1149C0363R";"575";"MCM-04031|The product identifiers match multiple products from the same provider."
