"sku;""product-id"";""product-id-type"";""description"";""internal-description"";""price"";""price-additional-info"";""quantity"";""min-quantity-alert"";""state"";""available-start-date"";""available-end-date"";""logistic-class"";""favorite-rank"";""discount-start-date"";""discount-end-date"";""discount-price"";""update-delete"";""allow-quote-requests"";""leadtime-to-ship"";""min-order-quantity"";""max-order-quantity"";""package-quantity"";""price[channel=0100]"";""discount-start-date[channel=0100]"";""discount-end-date[channel=0100]"";""discount-price[channel=0100]"";""price[channel=1000]"";""discount-start-date[channel=1000]"";""discount-end-date[channel=1000]"";""discount-price[channel=1000]"";""price[channel=2000]"";""discount-start-date[channel=2000]"";""discount-end-date[channel=2000]"";""discount-price[channel=2000]"";""price[channel=5000]"";""discount-start-date[channel=5000]"";""discount-end-date[channel=5000]"";""discount-price[channel=5000]"";""price[channel=7000]"";""discount-start-date[channel=7000]"";""discount-end-date[channel=7000]"";""discount-price[channel=7000]"";""commercial-on-collection"";""plt"";""plt-unit"";""shelflife"";""shelflife-unit"";""warranty"";""warranty-unit"";""up-sell"";""cross-sell"";""vendor-reference"";""error-line"";""error-message""",
"AS3209-010;""AS3209-010"";""mpnTitle"";""PACKING"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""278"";""The 'price' field is mandatory""",
"AS3209-125;""AS3209-125"";""mpnTitle"";""O RING"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""291"";""The 'price' field is mandatory""",
"AS3209-138;""AS3209-138"";""mpnTitle"";""AS3209-138"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""293"";""The 'price' field is mandatory""",
"AS3209-143;""AS3209-143"";""mpnTitle"";""O RING"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""294"";""The 'price' field is mandatory""",
"AS3209-230;""AS3209-230"";""mpnTitle"";""PACKING"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""302"";""The 'price' field is mandatory""",
"AS5178J06;""AS5178J06"";""mpnTitle"";""NUT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""308"";""The 'price' field is mandatory""",
"ASNA0021-10N12;""ASNA0021-10N12"";""mpnTitle"";""ASNA0021-10N12"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""309"";""The 'price' field is mandatory""",
"ASNA0021-25P14;""ASNA0021-25P14"";""mpnTitle"";""ASNA0021-25P14"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""310"";""The 'price' field is mandatory""",
"ASNA0026SB0604;""ASNA0026SB0604"";""mpnTitle"";""ASNA0026SB0604"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""312"";""The 'price' field is mandatory""",
"ASNA0027SB0508;""ASNA0027SB0508"";""mpnTitle"";""RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""314"";""The 'price' field is mandatory""",
"ASNA0027SB0605;""ASNA0027SB0605"";""mpnTitle"";""ASNA0027SB0605"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""315"";""The 'price' field is mandatory""",
"ASNA0033H028;""ASNA0033H028"";""mpnTitle"";""CLAMP"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""316"";""The 'price' field is mandatory""",
"ASNA0033H036;""ASNA0033H036"";""mpnTitle"";""CLAMP"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""317"";""The 'price' field is mandatory""",
"ASNA0033H052;""ASNA0033H052"";""mpnTitle"";""CLAMP"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""318"";""The 'price' field is mandatory""",
"ASNA0044BC060L;""ASNA0044BC060L"";""mpnTitle"";""NUT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""11"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""319"";""The 'price' field is mandatory""",
"ASNA0045BC100L;""ASNA0045-100BCL"";""mpnTitle"";""ASNA0045BC100L"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""322"";""The 'price' field is mandatory""",
"ASNA0077E508;""ASNA0077E508"";""mpnTitle"";""ASNA0077E508"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""324"";""The 'price' field is mandatory""",
"ASNA0078A502;""ASNA0078A502"";""mpnTitle"";""RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""330"";""The 'price' field is mandatory""",
"ASNA0078E402;""ASNA0078E402"";""mpnTitle"";""BLIND RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""333"";""The 'price' field is mandatory""",
"ASNA0078E403;""ASNA0078E403"";""mpnTitle"";""RIVET BLIND"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""334"";""The 'price' field is mandatory""",
"ASNA0078E404;""ASNA0078E404"";""mpnTitle"";""ASNA0078E404"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""335"";""The 'price' field is mandatory""",
"ASNA0078-E503;""ASNA0078-E503"";""mpnTitle"";""BLIND RIVET"";"""";""2.43"";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""336"";""The product does not exist""",
"ASNA0079-411A;""ASNA0079-411A"";""mpnTitle"";""ASNA0079-411A"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""337"";""The 'price' field is mandatory""",
"ASNA0082A303;""ASNA0082A303"";""mpnTitle"";""ASNA0082A303"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""338"";""The 'price' field is mandatory""",
"ASNA0113-36ADL;""ASNA0113-36ADL"";""mpnTitle"";""ASNA0113-36ADL"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""339"";""The 'price' field is mandatory""",
"ASNA0341T0404;""ASNA0341T0404"";""mpnTitle"";""BLIND RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""340"";""The 'price' field is mandatory""",
"ASNA0348-050;""ASNA0348-050"";""mpnTitle"";""NUT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""341"";""The 'price' field is mandatory""",
"ASNA0363T0401;""ASNA0363T0401"";""mpnTitle"";""BLIND RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""342"";""The 'price' field is mandatory""",
"ASNA0363T0405;""ASNA0363T0405"";""mpnTitle"";""ASNA0363T0405"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""343"";""The 'price' field is mandatory""",
"ASNA0363T0504;""ASNA0363T0504"";""mpnTitle"";""RIVET"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""11"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""345"";""The 'price' field is mandatory""",
"ASNA0363T0507;""ASNA0363T0507"";""mpnTitle"";""ASNA0363T0507"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""346"";""The 'price' field is mandatory""",
"ASNA2049DCJ3210;""ASNA2049DCJ3210"";""mpnTitle"";""ASNA2049DCJ3210"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""347"";""The 'price' field is mandatory""",
"ASNA2049DCJ3211;""ASNA2049DCJ3211"";""mpnTitle"";""ASNA2049DCJ3211"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""348"";""The 'price' field is mandatory""",
"ASNA2050DXJ4012;""ASNA2050DXJ4012"";""mpnTitle"";""ASNA2050DXJ4012"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""350"";""The 'price' field is mandatory""",
"ASNA2051DXJ4008;""ASNA2051DXJ4008"";""mpnTitle"";""ASNA2051DXJ4008"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""352"";""The 'price' field is mandatory""",
"ASNA2051DXJ4015;""ASNA2051DXJ4015"";""mpnTitle"";""ASNA2051DXJ4015"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""354"";""The 'price' field is mandatory""",
"ASNA2051DXJ4020;""ASNA2051DXJ4020"";""mpnTitle"";""ASNA2051DXJ4020"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""355"";""The 'price' field is mandatory""",
"CCR264CS4-5;""CCR264CS4-5"";""mpnTitle"";""CCR264CS4-5"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""356"";""The 'price' field is mandatory""",
"DIN65268K10094T;""DIN65268K10094T"";""mpnTitle"";""DIN65268K10094T"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""358"";""The 'price' field is mandatory""",
"DIN65270-10D;""DIN65270-10D"";""mpnTitle"";""DIN65270-10D"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""359"";""The 'price' field is mandatory""",
"DIN65399-2405BF;""DIN65399-2405BF"";""mpnTitle"";""DIN65399-2405BF"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""360"";""The 'price' field is mandatory""",
"DIN65399-2406CF;""DIN65399-2406CF"";""mpnTitle"";""DIN65399-2406CF"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""361"";""The 'price' field is mandatory""",
"DIN65465-25M;""DIN65465-25M"";""mpnTitle"";""DIN65465-25M"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""362"";""The 'price' field is mandatory""",
"EN2139-08010;""EN2139-08010"";""mpnTitle"";""WASHER FLAT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""364"";""The 'price' field is mandatory""",
"EN2367-10012;""EN2367-10012"";""mpnTitle"";""Split Pin"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""365"";""The 'price' field is mandatory""",
"EN2367-18012;""EN2367-18012"";""mpnTitle"";""SPLIT PIN"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""10"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""369"";""The 'price' field is mandatory""",
"EN2367-29025;""EN2367-29025"";""mpnTitle"";""Split Pin"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""9"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""373"";""The 'price' field is mandatory""",
"EN2948-060;""EN2948-060"";""mpnTitle"";""WASHER TAB"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""376"";""The 'price' field is mandatory""",
"EN2998-100;""EN2998-100"";""mpnTitle"";""EN2998-100"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""377"";""The 'price' field is mandatory""",
"EN2998-120;""EN2998-120"";""mpnTitle"";""WASHER"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""378"";""The 'price' field is mandatory""",
"EN3196-080;""EN3196-080"";""mpnTitle"";""EN3196-080"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""379"";""The 'price' field is mandatory""",
"EN3536-060;""EN3536-060"";""mpnTitle"";""NUT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""381"";""The 'price' field is mandatory""",
"HL64PB10-10;""HL64PB10-10"";""mpnTitle"";""HL64PB10-10"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""383"";""The 'price' field is mandatory""",
"LN9023A10-1.4544.9;""LN9023A10-1.4544.9"";""mpnTitle"";""LN9023A10-1.4544.9"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""388"";""The 'price' field is mandatory""",
"LN9037-05042;""LN9037-05042"";""mpnTitle"";""LN9037-05042"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""391"";""The 'price' field is mandatory""",
"LN9038-03006;""LN9038-03006"";""mpnTitle"";""SCREW"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""5"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""392"";""The 'price' field is mandatory""",
"LN9038K04006;""LN9038K04006"";""mpnTitle"";""SCREW"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""393"";""The 'price' field is mandatory""",
"LN9038K05020;""LN9038K05020"";""mpnTitle"";""LN9038K05020"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""394"";""The 'price' field is mandatory""",
"LN9136-04014;""LN9136-04014"";""mpnTitle"";""BOLT"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""395"";""The 'price' field is mandatory""",
"LN9198-3206BF;""LN9198-3206BF"";""mpnTitle"";""LN9198-3206BF"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""396"";""The 'price' field is mandatory""",
"LN9350-06035;""LN9350-06035"";""mpnTitle"";""LN9350-06035"";"""";"""";"""";""1"";"""";""1"";"""";"""";"""";"""";"""";"""";"""";""update"";""true"";""7"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""ON_DEMAND"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""397"";""The 'price' field is mandatory""",
