row_number,reason,manufacturer_name,airbus_material,manufacturer_part_number,cage_code,standard
1012425,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012426,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012427,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012428,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012429,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012430,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012431,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012432,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012433,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012434,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012435,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012436,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012437,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012438,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012439,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012440,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012441,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012442,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012443,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012444,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012445,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012446,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012447,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012448,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012449,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012450,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012451,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012452,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012453,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012454,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012455,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012456,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012457,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012458,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012459,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012460,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012461,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012462,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012463,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012464,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012465,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012466,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012467,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012468,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012469,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012470,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012471,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012472,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012473,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012474,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012475,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012476,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012477,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012478,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012479,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012480,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012481,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012482,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012483,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012484,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012485,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012486,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012487,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012488,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012489,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012490,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012491,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012492,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012493,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012494,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012495,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012496,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012497,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012498,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012499,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012500,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012501,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012502,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012503,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012504,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012505,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012506,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012507,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012508,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012509,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012510,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012511,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012512,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012513,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012514,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012515,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012516,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012517,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012518,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012519,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012520,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012521,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012522,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012523,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012524,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012525,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012526,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012527,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012528,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012529,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012530,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012531,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012532,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012533,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012534,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012535,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012536,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012537,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012538,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012539,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012540,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012541,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012542,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012543,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012544,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012545,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012546,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012547,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012548,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012549,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012550,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012551,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012552,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012553,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012554,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012555,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012556,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012557,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012558,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012559,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012560,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012561,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012562,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012563,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012564,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012565,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012566,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012567,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012568,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012569,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012570,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012571,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012572,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012573,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012574,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012575,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012576,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012577,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012578,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012579,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012580,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012581,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012582,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012583,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012584,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012585,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012586,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012587,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012588,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012589,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012590,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012591,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012592,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012593,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012594,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012595,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012596,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012597,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012598,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012599,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012600,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012601,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012602,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012603,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012604,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012605,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012606,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012607,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012608,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012609,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012610,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012611,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012612,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012613,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012614,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012615,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012616,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012617,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012618,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012619,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012620,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012621,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012622,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012623,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012624,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012625,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012626,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012627,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012628,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012629,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012630,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012631,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012632,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012633,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012634,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012635,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012636,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012637,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012638,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012639,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012640,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012641,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012642,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012643,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012644,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012645,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012646,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012647,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012648,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012649,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012650,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012651,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012652,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012653,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012654,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012655,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012656,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012657,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012658,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012659,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012660,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012661,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012662,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012663,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012664,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012665,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012666,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012667,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012668,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012669,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012670,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012671,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012672,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012673,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012674,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012675,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012676,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012677,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012678,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012679,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012680,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012681,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012682,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012683,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012684,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012685,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012686,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012687,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012688,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012689,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012690,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012691,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012692,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012693,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012694,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012695,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012696,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012697,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012698,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012699,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012700,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012701,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012702,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012703,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012704,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012705,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012706,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012707,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012708,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012709,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012710,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012711,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012712,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012713,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012714,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012715,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012716,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012717,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012718,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012719,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012720,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012721,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012722,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012723,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012724,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012725,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012726,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012727,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012728,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012729,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012730,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012731,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012732,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012733,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1012734,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
